n_targets	n_bootstraps	n_processed	n_pseudoaligned	n_unique	p_pseudoaligned	p_unique	kallisto_version	index_version	start_time	call	sample_accession	nCount_RNA	nFeature_RNA	percent_mt
142604	0	964407	820034	282573	85	29.3	0.46.2	10	Thu Jan 21 19:09:35 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675465/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700261_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700261_2.fastq.gz	SRS3675465	707367.4249222794	3120	2.1547429897092982
142604	0	1054435	842660	305085	79.9	28.9	0.46.2	10	Thu Jan 21 18:08:20 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675466/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700262_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700262_2.fastq.gz	SRS3675466	724616.6662492397	2910	1.5525929120888204
142604	0	1661075	1347276	461931	81.1	27.8	0.46.2	10	Thu Jan 21 18:08:21 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675467/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700264_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700264_2.fastq.gz	SRS3675467	1137813.143639786	3291	2.5016568106205073
142604	0	1084606	893162	319460	82.3	29.5	0.46.2	10	Thu Jan 21 18:30:40 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675468/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700263_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700263_2.fastq.gz	SRS3675468	779595.0355417382	3046	2.4017726058233144
142604	0	1237473	1072969	384817	86.7	31.1	0.46.2	10	Thu Jan 21 18:30:42 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675469/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700265_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700265_2.fastq.gz	SRS3675469	928164.7000009324	4603	2.340118084643618
142604	0	1707991	1486624	509330	87	29.8	0.46.2	10	Thu Jan 21 18:41:40 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675470/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700266_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700266_2.fastq.gz	SRS3675470	1306949.60903916	4473	1.6865967782954923
142604	0	1062228	896286	317646	84.4	29.9	0.46.2	10	Thu Jan 21 18:11:22 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675471/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700269_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700269_2.fastq.gz	SRS3675471	784610.3046130909	4086	2.0386336893558465
142604	0	1234589	1024534	370739	83	30	0.46.2	10	Thu Jan 21 19:14:21 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675472/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700267_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700267_2.fastq.gz	SRS3675472	888837.0657329339	3854	1.7019238489481785
142604	0	1139088	971423	351632	85.3	30.9	0.46.2	10	Thu Jan 21 19:19:00 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675473/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700268_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700268_2.fastq.gz	SRS3675473	853957.2860562	5158	2.3208748638389936
142604	0	1193250	1008767	351835	84.5	29.5	0.46.2	10	Thu Jan 21 19:03:59 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675474/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700273_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700273_2.fastq.gz	SRS3675474	886603.5969522108	2699	2.6642481579367225
142604	0	1191266	971251	343190	81.5	28.8	0.46.2	10	Thu Jan 21 19:16:39 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675475/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700270_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700270_2.fastq.gz	SRS3675475	859577.6170202619	4465	1.9164226329094485
142604	0	1180439	991740	354591	84	30	0.46.2	10	Thu Jan 21 18:14:54 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675476/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700272_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700272_2.fastq.gz	SRS3675476	859659.4060484385	3425	2.2002574353190094
142604	0	1332878	1051635	386062	78.9	29	0.46.2	10	Thu Jan 21 18:41:37 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675477/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700271_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700271_2.fastq.gz	SRS3675477	914092.5256644132	3661	1.943626438372449
142604	0	1342012	1044296	374893	77.8	27.9	0.46.2	10	Thu Jan 21 18:06:11 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675478/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700274_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700274_2.fastq.gz	SRS3675478	929476.0374225565	2930	1.1149757048861495
142604	0	1267362	994583	345576	78.5	27.3	0.46.2	10	Thu Jan 21 19:16:40 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675479/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700275_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700275_2.fastq.gz	SRS3675479	864495.6361693015	4133	2.1856859895472742
142604	0	1005586	817604	282642	81.3	28.1	0.46.2	10	Thu Jan 21 19:11:48 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675480/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700277_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700277_2.fastq.gz	SRS3675480	711140.055921088	3023	1.3602243214202212
142604	0	1190632	954429	349464	80.2	29.4	0.46.2	10	Thu Jan 21 18:41:37 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675481/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700276_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700276_2.fastq.gz	SRS3675481	831486.2150507134	3307	2.4103576989280127
142604	0	1247889	989934	360273	79.3	28.9	0.46.2	10	Thu Jan 21 19:14:19 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675482/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700279_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700279_2.fastq.gz	SRS3675482	837868.5466943467	3991	1.6598248084222822
142604	0	1158141	974797	352109	84.2	30.4	0.46.2	10	Thu Jan 21 18:14:53 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675483/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700280_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700280_2.fastq.gz	SRS3675483	839806.2782388683	4531	1.967103655695845
142604	0	1159316	905559	321045	78.1	27.7	0.46.2	10	Thu Jan 21 18:17:50 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675485/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700282_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700282_2.fastq.gz	SRS3675485	798750.4661739308	2532	1.7516546897330176
142604	0	1105781	929661	333956	84.1	30.2	0.46.2	10	Thu Jan 21 18:52:17 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675486/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700281_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700281_2.fastq.gz	SRS3675486	799208.8268146819	4421	1.9346808344980044
142604	0	1496555	1201435	427743	80.3	28.6	0.46.2	10	Thu Jan 21 17:58:12 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675487/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700284_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700284_2.fastq.gz	SRS3675487	1034827.2807993866	3759	1.9849563672241544
142604	0	1061257	864218	329008	81.4	31	0.46.2	10	Thu Jan 21 18:23:55 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675488/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700283_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700283_2.fastq.gz	SRS3675488	739464.4935532372	5287	2.355185428351627
142604	0	1391053	1157613	398219	83.2	28.6	0.46.2	10	Thu Jan 21 19:18:59 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675489/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700285_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700285_2.fastq.gz	SRS3675489	1017150.1524915041	3964	1.9960877900148162
142604	0	1315387	1041145	375506	79.2	28.5	0.46.2	10	Thu Jan 21 18:21:04 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675490/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700287_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700287_2.fastq.gz	SRS3675490	890994.5542588142	4417	1.6545120202516848
142604	0	1057717	877953	324073	83	30.6	0.46.2	10	Thu Jan 21 19:09:34 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675491/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700286_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700286_2.fastq.gz	SRS3675491	774371.0837640424	4099	1.4418642733568534
142604	0	1472062	1223421	463857	83.1	31.5	0.46.2	10	Thu Jan 21 18:30:43 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675492/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700112_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700112_2.fastq.gz	SRS3675492	1014941.9855639808	4609	1.2098504323059094
142604	0	780924	645119	232994	82.6	29.8	0.46.2	10	Thu Jan 21 18:03:16 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675493/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700288_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700288_2.fastq.gz	SRS3675493	564624.4113136994	3305	1.6386769354291126
142604	0	1218342	1017896	359261	83.5	29.5	0.46.2	10	Thu Jan 21 19:09:34 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675494/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700289_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700289_2.fastq.gz	SRS3675494	880401.4662925734	3019	3.3759712060864295
142604	0	1225608	998997	366326	81.5	29.9	0.46.2	10	Thu Jan 21 19:01:44 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675495/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700292_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700292_2.fastq.gz	SRS3675495	854063.0433852848	3954	2.416080424017505
142604	0	1336564	1145182	412393	85.7	30.9	0.46.2	10	Thu Jan 21 18:54:41 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675496/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700290_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700290_2.fastq.gz	SRS3675496	1003304.2334946585	4725	1.897103526983307
142604	0	834987	682041	261211	81.7	31.3	0.46.2	10	Thu Jan 21 19:04:03 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675497/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700293_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700293_2.fastq.gz	SRS3675497	562030.5618910441	4918	1.932983851171086
142604	0	1049424	913425	338717	87	32.3	0.46.2	10	Thu Jan 21 17:58:02 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675498/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700291_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700291_2.fastq.gz	SRS3675498	779098.4759437577	4522	2.4575352912617143
142604	0	1264203	999771	401008	79.1	31.7	0.46.2	10	Thu Jan 21 18:39:15 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675499/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700294_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700294_2.fastq.gz	SRS3675499	826971.2481116322	3754	1.975299750420698
142604	0	950645	775316	298378	81.6	31.4	0.46.2	10	Thu Jan 21 18:30:42 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675500/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700296_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700296_2.fastq.gz	SRS3675500	655454.5714966827	4966	2.0875970044354557
142604	0	1164708	987636	357216	84.8	30.7	0.46.2	10	Thu Jan 21 18:30:42 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675501/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700297_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700297_2.fastq.gz	SRS3675501	854876.0908030068	4430	1.6506965338970696
142604	0	1317819	1083891	391096	82.2	29.7	0.46.2	10	Thu Jan 21 18:03:16 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675502/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700298_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700298_2.fastq.gz	SRS3675502	937180.5507952477	4859	1.7328656667297913
142604	0	1674943	1182079	436677	70.6	26.1	0.46.2	10	Thu Jan 21 18:06:08 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675503/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700299_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700299_2.fastq.gz	SRS3675503	987393.6494861678	4591	3.272526617607405
142604	0	1015854	856431	308625	84.3	30.4	0.46.2	10	Thu Jan 21 17:55:18 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675504/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700300_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700300_2.fastq.gz	SRS3675504	740670.1704686431	3546	1.647876542979629
142604	0	938406	757620	285477	80.7	30.4	0.46.2	10	Thu Jan 21 19:03:59 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675505/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700303_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700303_2.fastq.gz	SRS3675505	655776.9376287736	4028	2.5722557522370346
142604	0	1095912	896502	330742	81.8	30.2	0.46.2	10	Thu Jan 21 18:49:37 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675506/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700301_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700301_2.fastq.gz	SRS3675506	772437.2354446693	4144	1.8442184486095272
142604	0	1454804	1159935	429506	79.7	29.5	0.46.2	10	Thu Jan 21 18:03:16 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675507/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700302_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700302_2.fastq.gz	SRS3675507	991890.0275047529	3878	2.462240704389275
142604	0	845281	633243	253095	74.9	29.9	0.46.2	10	Thu Jan 21 18:44:55 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675508/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700304_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700304_2.fastq.gz	SRS3675508	535004.172492426	4086	1.9583922030343284
142604	0	805651	663043	265661	82.3	33	0.46.2	10	Thu Jan 21 18:17:50 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675509/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700307_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700307_2.fastq.gz	SRS3675509	552292.2493275667	5234	1.6793138073714173
142604	0	931674	785561	300521	84.3	32.3	0.46.2	10	Thu Jan 21 18:41:37 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675511/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700306_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700306_2.fastq.gz	SRS3675511	649323.4087370534	4418	1.669884352558573
142604	0	991265	809548	331300	81.7	33.4	0.46.2	10	Thu Jan 21 18:23:55 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675512/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700308_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700308_2.fastq.gz	SRS3675512	657268.1759122988	5204	2.336645917578895
142604	0	1034108	844393	356363	81.7	34.5	0.46.2	10	Thu Jan 21 17:57:59 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675513/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700309_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700309_2.fastq.gz	SRS3675513	639240.3040823318	2947	3.007663921879953
142604	0	973980	826115	324783	84.8	33.3	0.46.2	10	Thu Jan 21 18:06:08 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675514/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700310_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700310_2.fastq.gz	SRS3675514	689590.1784766885	4497	2.2766783069156964
142604	0	1086689	908885	350379	83.6	32.2	0.46.2	10	Thu Jan 21 17:58:02 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675515/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700311_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700311_2.fastq.gz	SRS3675515	749901.3525661404	4198	2.067266574056846
142604	0	923852	759204	282780	82.2	30.6	0.46.2	10	Thu Jan 21 18:21:07 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675516/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700312_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700312_2.fastq.gz	SRS3675516	663907.9453989186	3520	2.677369674996053
142604	0	510395	425067	159333	83.3	31.2	0.46.2	10	Thu Jan 21 17:57:59 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675518/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700315_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700315_2.fastq.gz	SRS3675518	369532.8391576574	2962	2.226669223432533
142604	0	1027568	773670	305372	75.3	29.7	0.46.2	10	Thu Jan 21 17:55:21 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675519/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700316_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700316_2.fastq.gz	SRS3675519	643314.4324324633	3699	2.6686561243598903
142604	0	1383062	1126239	427767	81.4	30.9	0.46.2	10	Thu Jan 21 18:06:08 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675520/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700314_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700314_2.fastq.gz	SRS3675520	956318.9928456204	3403	1.6420838776057898
142604	0	804712	679268	271578	84.4	33.7	0.46.2	10	Thu Jan 21 17:58:00 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675521/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700318_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700318_2.fastq.gz	SRS3675521	559611.1394107421	5821	1.432006162071436
142604	0	950238	781014	315612	82.2	33.2	0.46.2	10	Thu Jan 21 18:49:37 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675522/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700317_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700317_2.fastq.gz	SRS3675522	644456.7364251593	4038	2.217514876060203
142604	0	633188	551184	215972	87	34.1	0.46.2	10	Thu Jan 21 18:52:16 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675523/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700319_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700319_2.fastq.gz	SRS3675523	465669.15734048764	5223	1.7322276712653268
142604	0	782798	663163	270795	84.7	34.6	0.46.2	10	Thu Jan 21 18:17:50 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675524/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700321_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700321_2.fastq.gz	SRS3675524	539082.5409768053	4372	1.3717954928757718
142604	0	915267	741903	279005	81.1	30.5	0.46.2	10	Thu Jan 21 18:54:41 2021	kallisto quant -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS3675525/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR7700323_1.fastq.gz /data/OGVFB_BG/scEiaD/fastq/SRR7700323_2.fastq.gz	SRS3675525	618959.4482679554	2753	2.038258085453504
